"Intent","TrainPhrase"
personBloodGroup.update,"{""en-US"": ""Edit my blood group to O Negative""}"
personBloodGroup.update,"{""en-US"": ""Correct my blood type to AB Negative""}"
personBloodGroup.update,"{""en-US"": ""Update to B Negative""}"
personBloodGroup.update,"{""en-US"": ""Change blood type to A Negative""}"
personBloodGroup.update,"{""en-US"": ""I'm O Positive""}"
personBloodGroup.update,"{""en-US"": ""My blood type is B Positive""}"
personBloodGroup.update,"{""en-US"": ""My blood type is B Positive""}"
personBloodGroup.update,"{""en-US"": ""I am A Positive""}"
personBloodGroup.update,"{""en-US"": ""Edit my blood group to O-""}"
personBloodGroup.update,"{""en-US"": ""Correct my blood type to AB-""}"
personBloodGroup.update,"{""en-US"": ""Update to B -""}"
personBloodGroup.update,"{""en-US"": ""Change blood type to A -""}"
personBloodGroup.update,"{""en-US"": ""I'm O+""}"
personBloodGroup.update,"{""en-US"": ""My blood group is AB +""}"
personBloodGroup.update,"{""en-US"": ""My blood type is B+""}"
personBloodGroup.update,"{""en-US"": ""I am A+""}"
personBloodGroup.update,"{""en-US"": ""correct my blood group""}"
personBloodGroup.update,"{""en-US"": ""edit my blood type""}"
personBloodGroup.update,"{""en-US"": ""adjust blood group""}"
personBloodGroup.update,"{""en-US"": ""modify blood type""}"
personBloodGroup.update,"{""en-US"": ""change my blood group""}"
personBloodGroup.update,"{""en-US"": ""update my blood type""}"
personCitizenship.update,"{""en-US"": ""I became a Uruguay citizen""}"
personCitizenship.update,"{""en-US"": ""I'm a Swiss citizen""}"
personCitizenship.update,"{""en-US"": ""I am a Brazil citizen""}"
personCitizenship.update,"{""en-US"": ""I became a U.S. citizen""}"
personCitizenship.update,"{""en-US"": ""I'm a US citizen""}"
personCitizenship.update,"{""en-US"": ""I am a United States citizen""}"
personCitizenship.update,"{""en-US"": ""correct my citizenship details""}"
personCitizenship.update,"{""en-US"": ""edit my citizenship information""}"
personCitizenship.update,"{""en-US"": ""adjust citizenship status""}"
personCitizenship.update,"{""en-US"": ""modif citizenship""}"
personCitizenship.update,"{""en-US"": ""modify citizenship""}"
personCitizenship.update,"{""en-US"": ""change my citizenship status""}"
personCitizenship.update,"{""en-US"": ""update my citizenship""}"
personDeathDate.inform,"{""en-US"": ""deceased on April 90""}"
personDeathDate.inform,"{""en-US"": ""passed away on September 2000""}"
personDeathDate.inform,"{""en-US"": ""died on 2nd april 2012""}"
personDeathDate.inform,"{""en-US"": ""date of death is june 2015""}"
personDeathDate.inform,"{""en-US"": ""inform person death date""}"
personDeathDate.inform,"{""en-US"": ""personal death date is January 2000""}"
personDeathDate.inform,"{""en-US"": ""decease date inform""}"
personDeathDate.inform,"{""en-US"": ""date death inform is 02/02/1987""}"
personDisability.update,"{""en-US"": ""I'm no longer disabled""}"
personDisability.update,"{""en-US"": ""I am not disabled""}"
personDisability.update,"{""en-US"": ""I became disabled""}"
personDisability.update,"{""en-US"": ""I am disabled""}"
personDisability.update,"{""en-US"": ""correct my disability classification""}"
personDisability.update,"{""en-US"": ""edit my handicapped classification""}"
personDisability.update,"{""en-US"": ""adjust handicap""}"
personDisability.update,"{""en-US"": ""modif handicapped status""}"
personDisability.update,"{""en-US"": ""modify handicapped status""}"
personDisability.update,"{""en-US"": ""change disability status""}"
personDisability.update,"{""en-US"": ""updt my disability""}"
personDisability.update,"{""en-US"": ""update my disability""}"
personEthnicity.update,"{""en-US"": ""I have more than one race""}"
personEthnicity.update,"{""en-US"": ""I consider myself biracial""}"
personEthnicity.update,"{""en-US"": ""I have more than one ethnicity""}"
personEthnicity.update,"{""en-US"": ""I am a Pacfic Islander""}"
personEthnicity.update,"{""en-US"": ""I'm a Native Hawaiian""}"
personEthnicity.update,"{""en-US"": ""Change my ethnicity to Alaska Native""}"
personEthnicity.update,"{""en-US"": ""I consider myself American Indian""}"
personEthnicity.update,"{""en-US"": ""I'm a Native American""}"
personEthnicity.update,"{""en-US"": ""Update my ethnicity to Asian""}"
personEthnicity.update,"{""en-US"": ""I'm Latino""}"
personEthnicity.update,"{""en-US"": ""I identify as Hispanic""}"
personEthnicity.update,"{""en-US"": ""I am an African American""}"
personEthnicity.update,"{""en-US"": ""Change my race to Black""}"
personEthnicity.update,"{""en-US"": ""I'm Caucasian""}"
personEthnicity.update,"{""en-US"": ""I am White""}"
personEthnicity.update,"{""en-US"": ""I'm a minority""}"
personEthnicity.update,"{""en-US"": ""correct my minority status""}"
personEthnicity.update,"{""en-US"": ""edit minority status""}"
personEthnicity.update,"{""en-US"": ""adjust my racial identity""}"
personEthnicity.update,"{""en-US"": ""modify my race""}"
personEthnicity.update,"{""en-US"": ""change my ethnic group""}"
personEthnicity.update,"{""en-US"": ""update my ethnicity""}"
personEthnicity.update,"{""en-US"": ""update my ethinicity""}"
personEthnicity.update,"{""en-US"": ""change personal ethinicity""}"
personGender.update,"{""en-US"": ""I prefer not to share my gender""}"
personGender.update,"{""en-US"": ""I don't want to state my gender""}"
personGender.update,"{""en-US"": ""I'm male""}"
personGender.update,"{""en-US"": ""I am female""}"
personGender.update,"{""en-US"": ""I am a man""}"
personGender.update,"{""en-US"": ""my gender is man""}"
personGender.update,"{""en-US"": ""I'm a woman""}"
personGender.update,"{""en-US"": ""correct personal gender""}"
personGender.update,"{""en-US"": ""correct gender""}"
personGender.update,"{""en-US"": ""edit my gender""}"
personGender.update,"{""en-US"": ""modify my gender identity""}"
personGender.update,"{""en-US"": ""change my gender""}"
personGender.update,"{""en-US"": ""adjust gender""}"
personGender.update,"{""en-US"": ""change personal gender""}"
personGender.update,"{""en-US"": ""modify my gender""}"
personGender.update,"{""en-US"": ""change gender""}"
personGender.update,"{""en-US"": ""update my gender""}"
personGender.update,"{""en-US"": ""Gender update""}"
personGender.update,"{""en-US"": ""gender update""}"
personGovernmentRegistration.create,"{""en-US"": ""add my government documents""}"
personGovernmentRegistration.create,"{""en-US"": ""establish my gov registration""}"
personGovernmentRegistration.create,"{""en-US"": ""create my government documentation""}"
personGovernmentRegistration.create,"{""en-US"": ""create my government docs""}"
personGovernmentRegistration.create,"{""en-US"": ""create personal government registration""}"
personGovernmentRegistration.create,"{""en-US"": ""establish my gov matriculation""}"
personGovernmentRegistration.create,"{""en-US"": ""make my government documentation""}"
personGovernmentRegistration.create,"{""en-US"": ""add personal government registration""}"
personGovernmentRegistration.create,"{""en-US"": ""add my gov docs""}"
personGovernmentRegistration.create,"{""en-US"": ""add my passport""}"
personGovernmentRegistration.create,"{""en-US"": ""create my passport""}"
personGovernmentRegistration.create,"{""en-US"": ""add my driver license""}"
personGovernmentRegistration.create,"{""en-US"": ""create my driver license""}"
personGovernmentRegistration.create,"{""en-US"": ""create my SSN""}"
personGovernmentRegistration.create,"{""en-US"": ""add my social security number""}"
personGovernmentRegistration.create,"{""en-US"": ""my new SSN""}"
personGovernmentRegistration.create,"{""en-US"": ""establish my social security number""}"
personGovernmentRegistration.create,"{""en-US"": ""add my VISA""}"
personGovernmentRegistration.create,"{""en-US"": ""create my visa""}"
personGovernmentRegistration.create,"{""en-US"": ""establish my VISA documentation""}"
personGovernmentRegistration.create,"{""en-US"": ""create my SIN""}"
personGovernmentRegistration.create,"{""en-US"": ""new SIN""}"
personGovernmentRegistration.create,"{""en-US"": ""add my SIN""}"
personGovernmentRegistration.update,"{""en-US"": ""update personal government docs""}"
personGovernmentRegistration.update,"{""en-US"": ""change my gov doc""}"
personGovernmentRegistration.update,"{""en-US"": ""modify personal government enrollment""}"
personGovernmentRegistration.update,"{""en-US"": ""change my government registration""}"
personGovernmentRegistration.update,"{""en-US"": ""update my government docs""}"
personGovernmentRegistration.update,"{""en-US"": ""edit my government documents""}"
personGovernmentRegistration.update,"{""en-US"": ""edit personal government reg""}"
personGovernmentRegistration.update,"{""en-US"": ""modify my government registration""}"
personGovernmentRegistration.update,"{""en-US"": ""update personal government enrollment""}"
personGovernmentRegistration.update,"{""en-US"": ""update my government registration""}"
personGovernmentRegistration.update,"{""en-US"": ""update my passport""}"
personGovernmentRegistration.update,"{""en-US"": ""edit my passport""}"
personGovernmentRegistration.update,"{""en-US"": ""change my passport""}"
personGovernmentRegistration.update,"{""en-US"": ""change my driver license""}"
personGovernmentRegistration.update,"{""en-US"": ""update my driver license""}"
personGovernmentRegistration.update,"{""en-US"": ""edit my driver license""}"
personGovernmentRegistration.update,"{""en-US"": ""change my SSN""}"
personGovernmentRegistration.update,"{""en-US"": ""modify my SSN""}"
personGovernmentRegistration.update,"{""en-US"": ""edit my SSN""}"
personGovernmentRegistration.update,"{""en-US"": ""update my social security number""}"
personGovernmentRegistration.update,"{""en-US"": ""modify my social security""}"
personGovernmentRegistration.update,"{""en-US"": ""update my VISA""}"
personGovernmentRegistration.update,"{""en-US"": ""edit my visa""}"
personGovernmentRegistration.update,"{""en-US"": ""change my VISA""}"
personGovernmentRegistration.update,"{""en-US"": ""modify my personal visa""}"
personGovernmentRegistration.update,"{""en-US"": ""update my social insurance number""}"
personGovernmentRegistration.update,"{""en-US"": ""change my social insurance number""}"
personGovernmentRegistration.update,"{""en-US"": ""modify my SIN""}"
personGovernmentRegistration.update,"{""en-US"": ""update personal SIN""}"
personGovernmentRegistration.update,"{""en-US"": ""change my SIN""}"
personHeight.update,"{""en-US"": ""I am 5 feet 8 inches""}"
personHeight.update,"{""en-US"": ""I'm six feet tall""}"
personHeight.update,"{""en-US"": ""I am 5'2""}"
personHeight.update,"{""en-US"": ""correct height""}"
personHeight.update,"{""en-US"": ""edit how tall I am""}"
personHeight.update,"{""en-US"": ""adjust my height""}"
personHeight.update,"{""en-US"": ""modify height""}"
personHeight.update,"{""en-US"": ""change how tall I am""}"
personHeight.update,"{""en-US"": ""update my height""}"
personHeight.update,"{""en-US"": ""correct my height""}"
personHeight.update,"{""en-US"": ""adjust personal height""}"
personHeight.update,"{""en-US"": ""update height""}"
personHeight.update,"{""en-US"": ""edit personal tall""}"
personHeight.update,"{""en-US"": ""my height is 5 feet 9 inches""}"
personHeight.update,"{""en-US"": ""height is 6'8""}"
personLGBT.update,"{""en-US"": ""I am transgender""}"
personLGBT.update,"{""en-US"": ""I identify as bisexual""}"
personLGBT.update,"{""en-US"": ""I am a lesbian""}"
personLGBT.update,"{""en-US"": ""I'm gay""}"
personLGBT.update,"{""en-US"": ""correct gay status""}"
personLGBT.update,"{""en-US"": ""edit orientation""}"
personLGBT.update,"{""en-US"": ""adjust LGBT status""}"
personLGBT.update,"{""en-US"": ""change LGBT identity""}"
personLGBT.update,"{""en-US"": ""update my sexual orientation""}"
personLGBT.update,"{""en-US"": ""updates in LGBT status""}"
personLGBT.update,"{""en-US"": ""need to update LGBT status""}"
personLGBT.update,"{""en-US"": ""update my sex preferences""}"
personLGBT.update,"{""en-US"": ""I am bisexual""}"
personLGBT.update,"{""en-US"": ""I am lesbian""}"
personLGBT.update,"{""en-US"": ""I am gay""}"
personLGBT.update,"{""en-US"": ""change LGBT status""}"
personLGBT.update,"{""en-US"": ""update my LGB status""}"
personLGBT.update,"{""en-US"": ""modify my sexual preferences""}"
personLGBT.update,"{""en-US"": ""modify LGBT status personall""}"
personLGBT.update,"{""en-US"": ""I want to change my LGBT status""}"
personLGBT.update,"{""en-US"": ""change my LGBT status""}"
personLGBT.update,"{""en-US"": ""modify personal LGB status""}"
personLGBT.update,"{""en-US"": ""change personal LGBT status""}"
personMaritalStatus.update,"{""en-US"": ""My marital status changed""}"
personMaritalStatus.update,"{""en-US"": ""I'm not in a domestic partnership""}"
personMaritalStatus.update,"{""en-US"": ""I'm in a domestic partnership""}"
personMaritalStatus.update,"{""en-US"": ""I'm a widower""}"
personMaritalStatus.update,"{""en-US"": ""I'm a widow""}"
personMaritalStatus.update,"{""en-US"": ""My wife died""}"
personMaritalStatus.update,"{""en-US"": ""My husband died""}"
personMaritalStatus.update,"{""en-US"": ""I got divorced""}"
personMaritalStatus.update,"{""en-US"": ""I'm getting divorced""}"
personMaritalStatus.update,"{""en-US"": ""I got married""}"
personMaritalStatus.update,"{""en-US"": ""I'm getting married""}"
personMaritalStatus.update,"{""en-US"": ""I'm not married anymore""}"
personMaritalStatus.update,"{""en-US"": ""I'm divorced""}"
personMaritalStatus.update,"{""en-US"": ""i'm married""}"
personMaritalStatus.update,"{""en-US"": ""I'm single""}"
personMaritalStatus.update,"{""en-US"": ""correct my marriage status""}"
personMaritalStatus.update,"{""en-US"": ""edit my marital status""}"
personMaritalStatus.update,"{""en-US"": ""adjust single status""}"
personMaritalStatus.update,"{""en-US"": ""modify married status""}"
personMaritalStatus.update,"{""en-US"": ""change my marriage information""}"
personMaritalStatus.update,"{""en-US"": ""update my marital status""}"
personMaritalStatus.update,"{""en-US"": ""I'm unmarried now""}"
personMaritalStatus.update,"{""en-US"": ""change my marriage status""}"
personMaritalStatus.update,"{""en-US"": ""change my status from single to married""}"
personMaritalStatus.update,"{""en-US"": ""I divorced""}"
personMaritalStatus.update,"{""en-US"": ""I divorce""}"
personMaritalStatus.update,"{""en-US"": ""personal marriage include""}"
personMaritalStatus.update,"{""en-US"": ""my personal marital status now is domestic partnership""}"
personMaritalStatus.update,"{""en-US"": ""myself got married""}"
personMaritalStatus.update,"{""en-US"": ""Update marital status""}"
personMaritalStatus.update,"{""en-US"": ""change marital status""}"
personMaritalStatus.update,"{""en-US"": ""modify my marital status""}"
personMaritalStatus.update,"{""en-US"": ""adjust my marital status""}"
personMaritalStatus.update,"{""en-US"": ""got married""}"
personMaritalStatus.update,"{""en-US"": ""got divorced""}"
personName.update,"{""en-US"": ""change my given name""}"
personName.update,"{""en-US"": ""change family name""}"
personName.update,"{""en-US"": ""correct family name""}"
personName.update,"{""en-US"": ""correct personal given name""}"
personName.update,"{""en-US"": ""I need to edit my name""}"
personName.update,"{""en-US"": ""update my name""}"
personName.update,"{""en-US"": ""change my name""}"
personName.update,"{""en-US"": ""edit my name""}"
personName.update,"{""en-US"": ""correct my name""}"
personName.update,"{""en-US"": ""adjust my name""}"
personName.update,"{""en-US"": ""adjust personal name""}"
personName.update,"{""en-US"": ""update name""}"
personName.update,"{""en-US"": ""my name""}"
personName.update,"{""en-US"": ""correct name""}"
personPersonalAddress.update,"{""en-US"": ""correct address details""}"
personPersonalAddress.update,"{""en-US"": ""edit address information""}"
personPersonalAddress.update,"{""en-US"": ""adjust address""}"
personPersonalAddress.update,"{""en-US"": ""modify my address""}"
personPersonalAddress.update,"{""en-US"": ""change my home address""}"
personPersonalAddress.update,"{""en-US"": ""update address""}"
personPersonalAddress.update,"{""en-US"": ""address adjustment""}"
personPersonalAddress.update,"{""en-US"": ""edit my address""}"
personPersonalAddress.update,"{""en-US"": ""change personal address""}"
personPersonalAddress.update,"{""en-US"": ""change street address""}"
personPersonalAddress.update,"{""en-US"": ""change home address for me""}"
personPersonalAddress.update,"{""en-US"": ""update my home address""}"
personPersonalAddress.update,"{""en-US"": ""update personal address""}"
personPersonalAddress.update,"{""en-US"": ""change address""}"
personPersonalAddress.update,"{""en-US"": ""I moved""}"
personPersonalAddress.update,"{""en-US"": ""I moved from home""}"
personPersonalAddress.update,"{""en-US"": ""I moved to a different town""}"
personPersonalAddress.update,"{""en-US"": ""I move""}"
personPersonalContacts.update,"{""en-US"": ""correct my emergency contacts information""}"
personPersonalContacts.update,"{""en-US"": ""edit emergency contact details""}"
personPersonalContacts.update,"{""en-US"": ""adjust my emergency contact address""}"
personPersonalContacts.update,"{""en-US"": ""modify emergency contact email address""}"
personPersonalContacts.update,"{""en-US"": ""change emergency contact phone number""}"
personPersonalContacts.update,"{""en-US"": ""update emergency contact name""}"
personPersonalContacts.update,"{""en-US"": ""correct my emergency contacts""}"
personPersonalContacts.update,"{""en-US"": ""edit emergency contacts""}"
personPersonalContacts.update,"{""en-US"": ""adjust my emergency contact""}"
personPersonalContacts.update,"{""en-US"": ""modify emergency contacts""}"
personPersonalContacts.update,"{""en-US"": ""change my emergency contact""}"
personPersonalContacts.update,"{""en-US"": ""update emergency contacts""}"
personPersonalContacts.update,"{""en-US"": ""correct my personal contacts""}"
personPersonalContacts.update,"{""en-US"": ""edit personal contacts""}"
personPersonalContacts.update,"{""en-US"": ""adjust my personal contact""}"
personPersonalContacts.update,"{""en-US"": ""modify personal contacts""}"
personPersonalContacts.update,"{""en-US"": ""change my personal contact""}"
personPersonalContacts.update,"{""en-US"": ""update personal contacts""}"
personPersonalEmail.update,"{""en-US"": ""correct my email details""}"
personPersonalEmail.update,"{""en-US"": ""edit my email information""}"
personPersonalEmail.update,"{""en-US"": ""adjust personal email address""}"
personPersonalEmail.update,"{""en-US"": ""modify personal email""}"
personPersonalEmail.update,"{""en-US"": ""change my email address""}"
personPersonalEmail.update,"{""en-US"": ""update my email""}"
personPersonalEmail.update,"{""en-US"": ""modify mail address""}"
personPersonalEmail.update,"{""en-US"": ""change my personal mail address""}"
personPersonalEmail.update,"{""en-US"": ""update my mail address""}"
personPersonalEmail.update,"{""en-US"": ""e-mail modification""}"
personPersonalEmail.update,"{""en-US"": ""modify e-mail""}"
personPersonalEmail.update,"{""en-US"": ""change e-mail""}"
personPersonalEmail.update,"{""en-US"": ""Modify personal e-mail""}"
personPersonalEmail.update,"{""en-US"": ""change my e-mail""}"
personPersonalEmail.update,"{""en-US"": ""update personal e-mail""}"
personPersonalEmail.update,"{""en-US"": ""Change personal email""}"
personPersonalEmail.update,"{""en-US"": ""Can you pls update e-mail personal""}"
personPersonalEmail.update,"{""en-US"": ""Adjust personal e-mail""}"
personPersonalEmail.update,"{""en-US"": ""change my email""}"
personPersonalEmail.update,"{""en-US"": ""I need to have my personal email address changed""}"
personPersonalEmail.update,"{""en-US"": ""Update my e-mail""}"
personPersonalPhoneNumber.update,"{""en-US"": ""update personal cellular phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""change my cell phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""change my mobile phone number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""update mobile number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""modify number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""adjust phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""change phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""update number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""update phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""add my mobile number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""add my mobil number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""my mobil number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""my mobil phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""update my phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Update my phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Change personal phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Change my personal phone number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Update my personal phone number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""change my phone""}"
personPersonalPhoneNumber.update,"{""en-US"": ""I need to have my personal phone number changed""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Please adjust personal phone number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Updt phone number personal""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Can you please update personal phone number""}"
personPersonalPhoneNumber.update,"{""en-US"": ""Modify personal phone number""}"
personSocialNetwork.update,"{""en-US"": ""correct my social network""}"
personSocialNetwork.update,"{""en-US"": ""edit my website information""}"
personSocialNetwork.update,"{""en-US"": ""adjust Twitter details""}"
personSocialNetwork.update,"{""en-US"": ""modify personal Facebook account""}"
personSocialNetwork.update,"{""en-US"": ""change my social network info""}"
personSocialNetwork.update,"{""en-US"": ""update my website address""}"
personSocialNetwork.update,"{""en-US"": ""change my LinkedIn details""}"
personSocialNetwork.update,"{""en-US"": ""change Twitter info""}"
personSocialNetwork.update,"{""en-US"": ""update my website information""}"
personSocialNetwork.update,"{""en-US"": ""modify personal social network details""}"
personSocialNetwork.update,"{""en-US"": ""change social network""}"
personSocialNetwork.update,"{""en-US"": ""update Facebook""}"
personSocialNetwork.update,"{""en-US"": ""correct personal website details""}"
personSocialNetwork.update,"{""en-US"": ""edit social network information""}"
personSocialNetwork.update,"{""en-US"": ""adjust my Twitter information""}"
personSocialNetwork.update,"{""en-US"": ""modify LinkedIn account information""}"
personSocialNetwork.update,"{""en-US"": ""change my Facebook details""}"
personSocialNetwork.update,"{""en-US"": ""update social network details""}"
personStudentStatus.update,"{""en-US"": ""I don't go to school anymore""}"
personStudentStatus.update,"{""en-US"": ""I'm not a student""}"
personStudentStatus.update,"{""en-US"": ""I dropped out of school""}"
personStudentStatus.update,"{""en-US"": ""I'm going to school""}"
personStudentStatus.update,"{""en-US"": ""I enrolled in school""}"
personStudentStatus.update,"{""en-US"": ""I'm a student""}"
personStudentStatus.update,"{""en-US"": ""correct my student status""}"
personStudentStatus.update,"{""en-US"": ""edit my student information""}"
personStudentStatus.update,"{""en-US"": ""adjust my student details""}"
personStudentStatus.update,"{""en-US"": ""modify student details""}"
personStudentStatus.update,"{""en-US"": ""change student information""}"
personStudentStatus.update,"{""en-US"": ""update student status""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I don't use tobacco products""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I smoke cigarettes""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I don't smoke any more""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I stopped smoking""}"
personTobaccoUsageStatus.update,"{""en-US"": ""correct smoking information""}"
personTobaccoUsageStatus.update,"{""en-US"": ""edit smoking details""}"
personTobaccoUsageStatus.update,"{""en-US"": ""adjust my tobacco information""}"
personTobaccoUsageStatus.update,"{""en-US"": ""modify tobacco usage""}"
personTobaccoUsageStatus.update,"{""en-US"": ""change cigarette usage""}"
personTobaccoUsageStatus.update,"{""en-US"": ""update tobacco product usage""}"
personTobaccoUsageStatus.update,"{""en-US"": ""adjust my smoking status""}"
personTobaccoUsageStatus.update,"{""en-US"": ""stopped smoking from 12/7/2017""}"
personTobaccoUsageStatus.update,"{""en-US"": ""change tobacco details""}"
personTobaccoUsageStatus.update,"{""en-US"": ""update tobacco indicator""}"
personTobaccoUsageStatus.update,"{""en-US"": ""change tobacco indicator I started smoking""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I smoke""}"
personTobaccoUsageStatus.update,"{""en-US"": ""Change my tobacco status""}"
personTobaccoUsageStatus.update,"{""en-US"": ""modify my smoking status""}"
personTobaccoUsageStatus.update,"{""en-US"": ""adjust personal tobacco status""}"
personTobaccoUsageStatus.update,"{""en-US"": ""modify personal smoking status""}"
personTobaccoUsageStatus.update,"{""en-US"": ""modify tobacco status personal""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I use tobacco""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I quit smoking""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I am a smoker""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I am not a smoker""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I smoke""}"
personTobaccoUsageStatus.update,"{""en-US"": ""I don't smoke""}"
personVeteranStatus.update,"{""en-US"": ""change person military status""}"
personVeteranStatus.update,"{""en-US"": ""change personal veteran status""}"
personVeteranStatus.update,"{""en-US"": ""I'm no longer in the military""}"
personVeteranStatus.update,"{""en-US"": ""I'm not in the military""}"
personVeteranStatus.update,"{""en-US"": ""I am a veteran""}"
personVeteranStatus.update,"{""en-US"": ""I'm in the military""}"
personVeteranStatus.update,"{""en-US"": ""correct veteran status""}"
personVeteranStatus.update,"{""en-US"": ""edit military service""}"
personVeteranStatus.update,"{""en-US"": ""adjust veteran information""}"
personVeteranStatus.update,"{""en-US"": ""modif military info""}"
personVeteranStatus.update,"{""en-US"": ""modify military information""}"
personVeteranStatus.update,"{""en-US"": ""change my military status""}"
personVeteranStatus.update,"{""en-US"": ""update my veteran status""}"
position.activate,"{""en-US"": ""activate position""}"
position.activate,"{""en-US"": ""make activation position""}"
position.activate,"{""en-US"": ""activate pos""}"
position.activate,"{""en-US"": ""init job pos""}"
position.activate,"{""en-US"": ""init pos""}"
position.activate,"{""en-US"": ""make active job position""}"
position.activate,"{""en-US"": ""activate new position""}"
position.activate,"{""en-US"": ""initiate new position""}"
position.create,"{""en-US"": ""position""}"
position.create,"{""en-US"": ""create new pos""}"
position.create,"{""en-US"": ""create new position""}"
position.create,"{""en-US"": ""add job position""}"
position.create,"{""en-US"": ""add position""}"
position.create,"{""en-US"": ""make new position""}"
position.create,"{""en-US"": ""new position""}"
position.create,"{""en-US"": ""new job pos""}"
position.create,"{""en-US"": ""new job position""}"
position.create,"{""en-US"": ""create a position""}"
position.create,"{""en-US"": ""position ""}"
position.deactivate,"{""en-US"": ""disable pos""}"
position.deactivate,"{""en-US"": ""stop pos""}"
position.deactivate,"{""en-US"": ""deactivate position""}"
position.deactivate,"{""en-US"": ""disable position""}"
position.deactivate,"{""en-US"": ""deactivate pos""}"
position.deactivate,"{""en-US"": ""stop position""}"
position.deactivate,"{""en-US"": ""make position inactive""}"
position.deactivate,"{""en-US"": ""inactivate position""}"
position.deactivate,"{""en-US"": ""deactivate a position""}"
position.delete,"{""en-US"": ""elim job position""}"
position.delete,"{""en-US"": ""deletion of job position""}"
position.delete,"{""en-US"": ""remove position""}"
position.delete,"{""en-US"": ""get rid of job position""}"
position.delete,"{""en-US"": ""delete job position""}"
position.delete,"{""en-US"": ""eliminate position""}"
position.delete,"{""en-US"": ""eliminate job pos""}"
position.delete,"{""en-US"": ""remove a job position""}"
position.delete,"{""en-US"": ""delete a position""}"
position.update,"{""en-US"": ""position""}"
position.update,"{""en-US"": ""make modifications to job position""}"
position.update,"{""en-US"": ""adjust job position""}"
position.update,"{""en-US"": ""make changes to position""}"
position.update,"{""en-US"": ""modify pos""}"
position.update,"{""en-US"": ""correct job position""}"
position.update,"{""en-US"": ""modify position""}"
position.update,"{""en-US"": ""update job pos""}"
position.update,"{""en-US"": ""change job position""}"
position.update,"{""en-US"": ""update a position""}"
positionRelationships.update,"{""en-US"": ""create pos relation""}"
positionRelationships.update,"{""en-US"": ""new position relation""}"
positionRelationships.update,"{""en-US"": ""new pos relationship""}"
positionRelationships.update,"{""en-US"": ""make new position relationship""}"
positionRelationships.update,"{""en-US"": ""create pos relationship""}"
positionRelationships.update,"{""en-US"": ""start a position relationship""}"
positionRelationships.update,"{""en-US"": ""make new position relation""}"
positionRelationships.update,"{""en-US"": ""create a position relationship""}"
positionRelationships.update,"{""en-US"": ""delete a position relationship""}"
positionRelationships.update,"{""en-US"": ""del position relation""}"
positionRelationships.update,"{""en-US"": ""eliminate position relationship""}"
positionRelationships.update,"{""en-US"": ""del pos relationship""}"
positionRelationships.update,"{""en-US"": ""get rid of position relationship""}"
positionRelationships.update,"{""en-US"": ""delete pos relationship""}"
positionRelationships.update,"{""en-US"": ""remove position relation""}"
positionRelationships.update,"{""en-US"": ""eliminate pos relation""}"
positionRelationships.update,"{""en-US"": ""update a position relationship""}"
positionRelationships.update,"{""en-US"": ""change position relation""}"
positionRelationships.update,"{""en-US"": ""modify position relationship""}"
positionRelationships.update,"{""en-US"": ""change pos relationship""}"
positionRelationships.update,"{""en-US"": ""make modifications to position relationship""}"
positionRelationships.update,"{""en-US"": ""modify pos relationship""}"
positionRelationships.update,"{""en-US"": ""edit position relation""}"
positionRelationships.update,"{""en-US"": ""update pos relation""}"
positionRelationships.update,"{""en-US"": ""assign HR partner""}"
positionRelationships.update,"{""en-US"": ""update HR partner""}"
positionRelationships.update,"{""en-US"": ""remove HR partner""}"
positionRelationships.update,"{""en-US"": ""assign HR administrator""}"
positionRelationships.update,"{""en-US"": ""update HR administrator""}"
positionRelationships.update,"{""en-US"": ""assign talent partner administrator""}"
